"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","response","stimulus","timeout","failed_images","failed_audio","failed_video","trial_phase","repeated","correct","choice_images","correct_image","choice","slider_start"
"","null","html-keyboard-response","248","2.0.0","351371","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","249","2.0.0","353374","p920knkg1w3","trex","null","stimuli\STATE\USED\Sphone2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","250","2.0.0","353877","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","693","image-keyboard-response","251","2.0.0","355880","p920knkg1w3","trex"," ","stimuli\EXEMPLAR\USED\Edispenser1.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","252","2.0.0","356382","p920knkg1w3","trex","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","253","2.0.0","358386","p920knkg1w3","trex","null","stimuli\STATE\USED\Spicnicbasket1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","254","2.0.0","358889","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","255","2.0.0","360892","p920knkg1w3","trex","null","stimuli\STATE\USED\Sjuiceglass2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","256","2.0.0","361394","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","257","2.0.0","363398","p920knkg1w3","trex","null","stimuli\STATE\USED\Saccordion1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","258","2.0.0","363900","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","259","2.0.0","365902","p920knkg1w3","trex","null","stimuli\STATE\USED\Sphoneold2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","260","2.0.0","366405","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","261","2.0.0","368409","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Edinosaur1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","262","2.0.0","368912","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","263","2.0.0","370915","p920knkg1w3","trex","null","stimuli\STATE\USED\Shandshake2.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","264","2.0.0","371417","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","265","2.0.0","373420","p920knkg1w3","trex","null","stimuli\STATE\USED\Saccordion1.jpg","","","","","Memory","true","null","","","",""
"","null","html-keyboard-response","266","2.0.0","373923","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","267","2.0.0","375927","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Emoney1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","268","2.0.0","376430","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","269","2.0.0","378433","p920knkg1w3","trex","null","stimuli\STATE\USED\Sdonut1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","270","2.0.0","378936","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","271","2.0.0","380939","p920knkg1w3","trex","null","stimuli\STATE\USED\Sclipboard1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","272","2.0.0","381442","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","273","2.0.0","383445","p920knkg1w3","trex","null","stimuli\STATE\USED\Ssweater1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","274","2.0.0","383948","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","523","image-keyboard-response","275","2.0.0","385950","p920knkg1w3","trex"," ","stimuli\EXEMPLAR\USED\Emoney1.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","276","2.0.0","386453","p920knkg1w3","trex","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","277","2.0.0","388455","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Erabbit1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","278","2.0.0","388958","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
